,id,title,subtitle,sq_mt_built,loan_int_rate,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,latitude,longitude,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154,11588,"Piso en venta en calle del Golfo de Salonica, 42","Apóstol Santiago, Madrid",128,9.91,,3,2,,,,,"Calle del Golfo de Salonica, 42",FALSE,Calle del Golfo de Salonica,42,,3,FALSE,,Neighborhood 57: Apóstol Santiago (2679.63 €/m2) - District 9: Hortaleza,sale,1610,,FALSE,475000,3711,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,TRUE,E,TRUE,,,TRUE,0,FALSE,TRUE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155,11587,"Piso en venta en calle Torregrosa, 33","Pinar del Rey, Madrid",72,7.88,,2,1,,,,,"Calle Torregrosa, 33",FALSE,Calle Torregrosa,33,,3,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,1009,,FALSE,230000,3194,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,,,TRUE,TRUE,,,,,,en trámite,FALSE,,,,,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156,11586,"Estudio en venta en calle de Alejandro Villegas, 3","Canillas, Madrid",40,11.99,,0,1,,,,,"Calle de Alejandro Villegas, 3",FALSE,Calle de Alejandro Villegas,3,,1,FALSE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,797,,FALSE,164680,4117,TRUE,,FALSE,FALSE,,FALSE,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,TRUE,,en trámite,TRUE,,,FALSE,18000,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157,11585,"Piso en venta en calle de Oña, 7","Virgen del Cortijo - Manoteras, Madrid",115,11.89,,3,2,,,,,"Calle de Oña, 7",FALSE,Calle de Oña,7,,9,FALSE,,Neighborhood 64: Virgen del Cortijo - Manoteras (3636.96 €/m2) - District 9: Hortaleza,sale,1282,,FALSE,333000,2896,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,,en trámite,TRUE,,,FALSE,16000,FALSE,TRUE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158,11584,Piso en venta en Sanchinarro,"Hortaleza, Madrid",55,7.88,42,1,1,,,,,,TRUE,,,,6,FALSE,,Neighborhood 62: Sanchinarro (4456.18 €/m2) - District 9: Hortaleza,sale,1122,,FALSE,270000,4909,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159,11583,"Piso en venta en avenida de los Andes, 23","Conde Orgaz-Piovera, Madrid",139,14.91,,3,2,,,,,"Avenida de los Andes, 23",FALSE,Avenida de los Andes,23,,3,FALSE,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,2115,,FALSE,695000,5000,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,TRUE,no indicado,TRUE,,,TRUE,0,TRUE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160,11582,"Casa o chalet independiente en venta en calle Antonio Cavero, 45","Canillas, Madrid",200,13.23,190,4,2,2,410,,,"Calle Antonio Cavero, 45",FALSE,Calle Antonio Cavero,45,,,FALSE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,2497,,FALSE,920000,4600,TRUE,HouseType 2: Casa o chalet,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,,,en trámite,FALSE,,,,,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161,11581,"Piso en venta en calle de Oña, 13","Virgen del Cortijo - Manoteras, Madrid",114,11.97,97,3,2,,,,,"Calle de Oña, 13",FALSE,Calle de Oña,13,,8,FALSE,,Neighborhood 64: Virgen del Cortijo - Manoteras (3636.96 €/m2) - District 9: Hortaleza,sale,1225,,FALSE,310000,2719,TRUE,HouseType 1: Pisos,TRUE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,,en trámite,TRUE,,,FALSE,15000,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162,11580,Piso en venta en Palomas,"Hortaleza, Madrid",120,16.77,,3,2,,,,,,TRUE,,,,3,FALSE,,Neighborhood 60: Palomas (3773.82 €/m2) - District 9: Hortaleza,sale,1857,,FALSE,583000,4858,TRUE,HouseType 1: Pisos,FALSE,FALSE,1997,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,,TRUE,en trámite,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163,11579,"Piso en venta en calle de Andorra, 100 -115","Canillas, Madrid",116,12.87,105,3,1,,,,,"Calle de Andorra, 100 -115",FALSE,Calle de Andorra,100 -115,,Entreplanta exterior,TRUE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,1225,,FALSE,310000,2672,TRUE,HouseType 1: Pisos,FALSE,FALSE,1974,TRUE,FALSE,,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,E,TRUE,,,TRUE,0,TRUE,TRUE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164,11578,"Ático en venta en avenida de los Arces, 25","Palomas, Madrid",97,13.11,85,2,2,,,,,"Avenida de los Arces, 25",FALSE,Avenida de los Arces,25,,5,FALSE,,Neighborhood 60: Palomas (3773.82 €/m2) - District 9: Hortaleza,sale,1850,,FALSE,580000,5979,TRUE,HouseType 5: Áticos,TRUE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,D,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165,11577,"Piso en venta en calle de Félix Candela, 65","Valdebebas - Valdefuentes, Madrid",135,11.58,105,3,2,,,,,"Calle de Félix Candela, 65",FALSE,Calle de Félix Candela,65,,3,FALSE,,Neighborhood 63: Valdebebas - Valdefuentes (3607.13 €/m2) - District 9: Hortaleza,sale,1827,,FALSE,570000,4222,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,B,TRUE,,,TRUE,0,FALSE,TRUE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166,11576,"Estudio en venta en avenida de Manoteras, 8","Virgen del Cortijo - Manoteras, Madrid",108,13.48,72,0,1,,,,,"Avenida de Manoteras, 8",FALSE,Avenida de Manoteras,8,,1,FALSE,,Neighborhood 64: Virgen del Cortijo - Manoteras (3636.96 €/m2) - District 9: Hortaleza,sale,910,,FALSE,198000,1833,TRUE,,FALSE,FALSE,2007,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,en trámite,TRUE,,,TRUE,0,FALSE,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167,11575,"Piso en venta en avenida de los Madroños, 27","Conde Orgaz-Piovera, Madrid",285,13.47,,4,4,,,,,"Avenida de los Madroños, 27",FALSE,Avenida de los Madroños,27,,2,FALSE,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,-14970,,FALSE,1814000,6365,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,TRUE,B,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10168,11574,"Piso en venta en calle de Navaleno, 5","Apóstol Santiago, Madrid",282,14.65,235,5,4,,,,,"Calle de Navaleno, 5",FALSE,Calle de Navaleno,5,,5,FALSE,,Neighborhood 57: Apóstol Santiago (2679.63 €/m2) - District 9: Hortaleza,sale,2485,,FALSE,905000,3209,TRUE,HouseType 1: Pisos,FALSE,FALSE,,TRUE,FALSE,,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,,E,TRUE,,,TRUE,0,FALSE,TRUE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10169,11573,Piso en venta en calle Nápoles,"Canillas, Madrid",35,14.27,28,1,1,,,,,Calle Nápoles,TRUE,Calle Nápoles,,,Bajo,TRUE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,698,,FALSE,138000,3943,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,,FALSE,FALSE,,,,,TRUE,,,,,no indicado,FALSE,,,,,TRUE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10170,11572,"Piso en venta en calle Guadalajara, 3","Palomas, Madrid",235,14.54,220,4,3,,,,,"Calle Guadalajara, 3",FALSE,Calle Guadalajara,3,,6,FALSE,,Neighborhood 60: Palomas (3773.82 €/m2) - District 9: Hortaleza,sale,2192,,FALSE,730000,3106,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,en trámite,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10171,11571,Casa o chalet independiente en venta en Conde Orgaz-Piovera,"Hortaleza, Madrid",950,14.79,,9,9,,3,,,,TRUE,,,,,,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,-20646385,,FALSE,7800000,8211,TRUE,HouseType 2: Casa o chalet,FALSE,,,,,,,,,,,TRUE,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10172,11570,"Piso en venta en calle dulce chacon, 23","Virgen del Cortijo - Manoteras, Madrid",55,10.25,48,1,1,,,,,"Calle dulce chacon, 23",FALSE,Calle dulce chacon,23,,1,FALSE,,Neighborhood 64: Virgen del Cortijo - Manoteras (3636.96 €/m2) - District 9: Hortaleza,sale,1182,,FALSE,293000,5327,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,,TRUE,E,FALSE,,,,,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10173,11569,Piso en venta en Pinar del Rey,"Hortaleza, Madrid",56,14.72,,3,1,,,,,,TRUE,,,,Bajo,TRUE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,728,,FALSE,146000,2607,TRUE,HouseType 1: Pisos,TRUE,FALSE,,,,,,,FALSE,,,,TRUE,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10174,11568,Piso en venta en Belianes,"Pinar del Rey, Madrid",40,7.14,,1,1,,,,,Belianes,TRUE,Belianes,,,Bajo,TRUE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,512,,FALSE,94000,2350,TRUE,HouseType 1: Pisos,FALSE,FALSE,1960,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,,,,TRUE,,,,,en trámite,FALSE,,,,,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10175,11567,"Piso en venta en calle Barichara, 2","Pinar del Rey, Madrid",59,11.26,,3,1,,,,,"Calle Barichara, 2",FALSE,Calle Barichara,2,,4,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,714,,FALSE,142200,2410,TRUE,HouseType 1: Pisos,FALSE,,,,,,,,FALSE,,,,TRUE,,,,,,,E,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10176,11566,Casa o chalet independiente en venta en Conde Orgaz-Piovera,"Hortaleza, Madrid",750,,650,6,5,,950,,,,TRUE,,,,,,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,-313261,,FALSE,3100000,4133,TRUE,HouseType 2: Casa o chalet,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,,,en trámite,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10177,11565,Piso en venta en calle de Américo Castro,"Sanchinarro, Madrid",110,10.99,,3,2,,,,,Calle de Américo Castro,TRUE,Calle de Américo Castro,,,1,FALSE,,Neighborhood 62: Sanchinarro (4456.18 €/m2) - District 9: Hortaleza,sale,1474,,FALSE,415000,3773,TRUE,HouseType 1: Pisos,FALSE,FALSE,2006,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,TRUE,en trámite,TRUE,,,TRUE,0,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10178,11564,"Piso en venta en CL BARICHARA, 2","Pinar del Rey, Madrid",59,11.71,,3,1,,,,,"CL BARICHARA, 2",FALSE,CL BARICHARA,2,,4,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,773,,FALSE,158000,2678,TRUE,HouseType 1: Pisos,TRUE,FALSE,1960,FALSE,TRUE,,,,FALSE,TRUE,,,,,,,,,,E,FALSE,,,,,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10179,11563,Piso en venta en Tribaldos 38,"Canillas, Madrid",58,15.05,52,2,1,,,,,Tribaldos 38,TRUE,Tribaldos 38,,,Bajo,TRUE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,901,,FALSE,195000,3362,TRUE,HouseType 1: Pisos,FALSE,FALSE,2020,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,,,TRUE,,en trámite,FALSE,,,,,FALSE,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10180,11562,Chalet adosado en venta en Canillas,"Hortaleza, Madrid",80,17.27,70,2,1,,,,,,TRUE,,,,,,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,1161,,FALSE,285000,3562,TRUE,HouseType 2: Casa o chalet,FALSE,FALSE,,,,,,,,,TRUE,,,,,,,,,F,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10181,11561,Piso en venta en calle Calanda,"Canillas, Madrid",115,6.92,,3,1,,,,,Calle Calanda,TRUE,Calle Calanda,,,1,FALSE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,1146,,FALSE,279000,2426,TRUE,HouseType 1: Pisos,FALSE,,1972,,,,,,,,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10182,11560,Casa o chalet en venta en Conde Orgaz-Piovera,"Hortaleza, Madrid",900,11.99,849,8,8,4,496,,,,TRUE,,,,,FALSE,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,-564667,,FALSE,3500000,3889,TRUE,HouseType 2: Casa o chalet,FALSE,,,,,,,,,,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10183,11559,Piso en venta en Canillas,"Hortaleza, Madrid",55,10.37,,2,1,,,,,,TRUE,,,,3,FALSE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,773,,FALSE,158000,2873,TRUE,HouseType 1: Pisos,FALSE,FALSE,1970,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,,,,,,,,,D,FALSE,,,,,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10184,11558,Piso en venta en Pinar del Rey,"Hortaleza, Madrid",85,11.22,84,3,1,,,,,,TRUE,,,,9,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,1187,,FALSE,295000,3471,TRUE,HouseType 1: Pisos,FALSE,,1972,TRUE,FALSE,,,,TRUE,TRUE,,TRUE,,,,,,,TRUE,en trámite,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10185,11557,Piso en venta en Valdebebas - Valdefuentes,"Hortaleza, Madrid",190,,,3,2,,,,,,TRUE,,,,3,FALSE,,Neighborhood 63: Valdebebas - Valdefuentes (3607.13 €/m2) - District 9: Hortaleza,sale,1800,,FALSE,558000,2937,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,en trámite,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10186,11556,Piso en venta en TORQUEMADA,"Canillas, Madrid",58,5.99,54,2,1,,,,,TORQUEMADA,TRUE,TORQUEMADA,,,Bajo,TRUE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,762,,FALSE,155000,2672,TRUE,HouseType 1: Pisos,FALSE,FALSE,2015,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,,,TRUE,,F,FALSE,,,,,FALSE,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10187,11555,Piso en venta en Sanchinarro,"Hortaleza, Madrid",125,16.77,,3,2,,,,,,TRUE,,,,2,FALSE,,Neighborhood 62: Sanchinarro (4456.18 €/m2) - District 9: Hortaleza,sale,1542,,FALSE,445000,3560,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,en trámite,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10188,11554,Dúplex en venta en Virgen del Cortijo - Manoteras,"Hortaleza, Madrid",94,12.73,,1,1,,,,,,TRUE,,,,3,FALSE,,Neighborhood 64: Virgen del Cortijo - Manoteras (3636.96 €/m2) - District 9: Hortaleza,sale,964,,FALSE,215000,2287,TRUE,HouseType 4: Dúplex,FALSE,FALSE,2009,FALSE,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,,,en trámite,TRUE,,,FALSE,70,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10189,11553,"Piso en venta en calle Camelias, 14","Palomas, Madrid",144,10.74,127,3,3,,,,,"Calle Camelias, 14",FALSE,Calle Camelias,14,,5,FALSE,,Neighborhood 60: Palomas (3773.82 €/m2) - District 9: Hortaleza,sale,2181,,FALSE,725000,5035,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,TRUE,no indicado,TRUE,,,TRUE,0,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10190,11552,"Piso en venta en avenida Isabel de Valois, 33","Sanchinarro, Madrid",102,15.99,77,2,2,,,,,"Avenida Isabel de Valois, 33",FALSE,Avenida Isabel de Valois,33,,Bajo,TRUE,,Neighborhood 62: Sanchinarro (4456.18 €/m2) - District 9: Hortaleza,sale,1591,,FALSE,466800,4576,TRUE,HouseType 1: Pisos,FALSE,FALSE,2006,,,,,,TRUE,TRUE,,,TRUE,,,,,,,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10191,11551,"Piso en venta en calle de Añastro, 23","Apóstol Santiago, Madrid",74,10.25,62,2,1,,,,,"Calle de Añastro, 23",FALSE,Calle de Añastro,23,,3,FALSE,,Neighborhood 57: Apóstol Santiago (2679.63 €/m2) - District 9: Hortaleza,sale,1248,,FALSE,319000,4311,TRUE,HouseType 1: Pisos,FALSE,FALSE,,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,TRUE,E,FALSE,,,,,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10192,11550,Chalet pareado en venta en Conde Orgaz-Piovera,"Hortaleza, Madrid",460,12.18,,5,5,4,,,,,TRUE,,,,,FALSE,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,-14150,,FALSE,1800000,3913,TRUE,HouseType 2: Casa o chalet,FALSE,FALSE,,,,,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,en trámite,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10193,11549,"Piso en venta en calle Santa Susana, 33","Pinar del Rey, Madrid",87,16.45,77,3,2,,,,,"Calle Santa Susana, 33",FALSE,Calle Santa Susana,33,,3,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,1038,,FALSE,240000,2759,TRUE,HouseType 1: Pisos,TRUE,FALSE,,FALSE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10194,11548,"Piso en venta en calle del Sándalo, 3","Palomas, Madrid",218,16.45,150,4,3,,,,,"Calle del Sándalo, 3",FALSE,Calle del Sándalo,3,,5,FALSE,,Neighborhood 60: Palomas (3773.82 €/m2) - District 9: Hortaleza,sale,2070,,FALSE,675000,3096,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,,TRUE,E,TRUE,,,TRUE,0,FALSE,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10195,11547,"Piso en venta en calle de vicente blasco ibáñez, 33","Sanchinarro, Madrid",135,,,3,2,,,,,"Calle de vicente blasco ibáñez, 33",FALSE,Calle de vicente blasco ibáñez,33,,2,FALSE,,Neighborhood 62: Sanchinarro (4456.18 €/m2) - District 9: Hortaleza,sale,2070,,FALSE,675000,5000,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,TRUE,no indicado,TRUE,,,TRUE,0,FALSE,TRUE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10196,11546,Piso en venta en Pinar del Rey,"Hortaleza, Madrid",89,11.78,,3,2,,,,,,TRUE,,,,8,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,1086,,FALSE,257000,2888,TRUE,HouseType 1: Pisos,TRUE,FALSE,,,,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,FALSE,TRUE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10197,11545,"Dúplex en venta en calle Paula de la Vega, 10","Pinar del Rey, Madrid",120,14.59,100,3,2,,,,,"Calle Paula de la Vega, 10",FALSE,Calle Paula de la Vega,10,,3,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,1526,,FALSE,438000,3650,TRUE,HouseType 4: Dúplex,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,TRUE,B,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
