,id,title,subtitle,sq_mt_built,loan_int_rate,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,latitude,longitude,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
10198,11544,"Chalet adosado en venta en calle De Getino, 4","Pinar del Rey, Madrid",65,10.99,,2,1,1,130,,,"Calle De Getino, 4",FALSE,Calle De Getino,4,,,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,1299,,FALSE,340000,5231,TRUE,HouseType 2: Casa o chalet,TRUE,FALSE,,,,,,,,,,,,,,,,,,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10199,11543,"Piso en venta en calle del Sándalo, 5","Palomas, Madrid",235,9.63,170,3,2,,,,,"Calle del Sándalo, 5",FALSE,Calle del Sándalo,5,,2,FALSE,,Neighborhood 60: Palomas (3773.82 €/m2) - District 9: Hortaleza,sale,2170,,FALSE,720000,3064,TRUE,HouseType 1: Pisos,FALSE,FALSE,,TRUE,FALSE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,en trámite,TRUE,,,TRUE,0,FALSE,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,11542,"Chalet pareado en venta en calle de la Grama, 44","Valdebebas - Valdefuentes, Madrid",370,13.92,350,6,4,4,200,,,"Calle de la Grama, 44",FALSE,Calle de la Grama,44,,,FALSE,,Neighborhood 63: Valdebebas - Valdefuentes (3607.13 €/m2) - District 9: Hortaleza,sale,2324,,FALSE,795000,2149,TRUE,HouseType 2: Casa o chalet,FALSE,FALSE,,,,,,TRUE,,,,,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,FALSE,TRUE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201,11541,"Piso en venta en calle Pedroñeras, 36","Canillas, Madrid",48,12.73,39,2,1,,,,,"Calle Pedroñeras, 36",FALSE,Calle Pedroñeras,36,,Entreplanta exterior,TRUE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,762,,FALSE,155000,3229,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,,FALSE,TRUE,,,,,,,,,,no indicado,FALSE,,,,,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202,11540,Piso en venta en calle Mojácar,"Apóstol Santiago, Madrid",55,7.51,50,2,1,,,,,Calle Mojácar,TRUE,Calle Mojácar,,,3,FALSE,,Neighborhood 57: Apóstol Santiago (2679.63 €/m2) - District 9: Hortaleza,sale,736,,FALSE,148000,2691,TRUE,HouseType 1: Pisos,FALSE,FALSE,1973,FALSE,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,TRUE,,en trámite,FALSE,,,,,TRUE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203,11539,"Piso en venta en avenida de la Virgen del Carmen, 20","Pinar del Rey, Madrid",71,10.99,66,3,1,,,,,"Avenida de la Virgen del Carmen, 20",FALSE,Avenida de la Virgen del Carmen,20,,3,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,854,,FALSE,181000,2549,TRUE,HouseType 1: Pisos,TRUE,FALSE,1961,FALSE,TRUE,,,TRUE,FALSE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,TRUE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204,11538,Casa o chalet independiente en venta en calle Grama,"Valdebebas - Valdefuentes, Madrid",130,14.26,,1,2,,,,,Calle Grama,TRUE,Calle Grama,,,,,,Neighborhood 63: Valdebebas - Valdefuentes (3607.13 €/m2) - District 9: Hortaleza,sale,1474,,FALSE,415000,3192,TRUE,HouseType 2: Casa o chalet,FALSE,,,,,,,,,,,,TRUE,TRUE,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10205,11537,Piso en venta en Canillas,"Hortaleza, Madrid",72,,55,3,1,,,,,,TRUE,,,,4,FALSE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,961,,FALSE,214000,2972,TRUE,HouseType 1: Pisos,FALSE,FALSE,1969,FALSE,TRUE,,TRUE,,TRUE,,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10206,11536,"Piso en venta en calle Roquetas de Mar, Madrid","Apóstol Santiago, Madrid",115,,90,4,2,,,,,"Calle Roquetas de Mar, Madrid",TRUE,"Calle Roquetas de Mar, Madrid",,,3,FALSE,,Neighborhood 57: Apóstol Santiago (2679.63 €/m2) - District 9: Hortaleza,sale,868,,FALSE,185000,1609,TRUE,HouseType 1: Pisos,FALSE,FALSE,1995,FALSE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,TRUE,F,FALSE,,,,,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10207,11535,"Piso en venta en calle Francisco Palomo, Madrid","Pinar del Rey, Madrid",85,18.25,82,3,1,,,,,"Calle Francisco Palomo, Madrid",TRUE,"Calle Francisco Palomo, Madrid",,,3,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,1038,,FALSE,240000,2824,TRUE,HouseType 1: Pisos,FALSE,FALSE,1975,FALSE,TRUE,,,,TRUE,TRUE,,,TRUE,,,,,TRUE,TRUE,F,FALSE,,,,,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10208,11534,Piso en venta en calle Belianes,"Pinar del Rey, Madrid",38,15.31,,0,1,,,,,Calle Belianes,TRUE,Calle Belianes,,,Bajo,TRUE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,548,,FALSE,102000,2684,TRUE,HouseType 1: Pisos,TRUE,FALSE,1975,FALSE,TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,en trámite,FALSE,,,,,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10209,11533,Chalet pareado en venta en Conde Orgaz-Piovera,"Hortaleza, Madrid",329,13.49,,4,3,3,263,,,,TRUE,,,,,FALSE,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,1536,,FALSE,1250000,3799,TRUE,HouseType 2: Casa o chalet,FALSE,FALSE,,,,,,TRUE,,,TRUE,TRUE,,,,,,,,no indicado,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10210,11532,"Casa o chalet independiente en venta en Urb. Delicias 21, 5ºB, Conde Orgaz-Piovera","Hortaleza, Madrid",447,7.9,,4,4,2,612,,,"Urb. Delicias 21, 5ºB",TRUE,"Urb. Delicias 21, 5ºB",,,,FALSE,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,-1225,,FALSE,1450000,3244,TRUE,HouseType 2: Casa o chalet,TRUE,FALSE,1990,FALSE,TRUE,,,TRUE,,,TRUE,,TRUE,,,,,,,no indicado,TRUE,,,TRUE,0,TRUE,TRUE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10211,11531,Dúplex en venta en calle Manuel Pombo Angulo,"Sanchinarro, Madrid",130,11.71,,0,1,,,,,Calle Manuel Pombo Angulo,TRUE,Calle Manuel Pombo Angulo,,,2,FALSE,,Neighborhood 62: Sanchinarro (4456.18 €/m2) - District 9: Hortaleza,sale,1439,,FALSE,400000,3077,TRUE,HouseType 4: Dúplex,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,en trámite,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10212,11530,"Piso en venta en calle de López de Hoyos, 373","Pinar del Rey, Madrid",55,,53,2,1,,,,,"Calle de López de Hoyos, 373",FALSE,Calle de López de Hoyos,373,,Bajo,TRUE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,813,,FALSE,169000,3073,TRUE,HouseType 1: Pisos,TRUE,FALSE,,FALSE,TRUE,,TRUE,,FALSE,TRUE,,,TRUE,,,,,,,E,FALSE,,,,,TRUE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10213,11529,"Piso en venta en calle de los Arcos, 5","Pinar del Rey, Madrid",80,7.66,,3,1,,,,,"Calle de los Arcos, 5",FALSE,Calle de los Arcos,5,,2,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,1122,,FALSE,270000,3375,TRUE,HouseType 1: Pisos,FALSE,FALSE,,TRUE,FALSE,,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,no indicado,FALSE,,,,,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10214,11528,"Dúplex en venta en avenida Machupichu, 31","Conde Orgaz-Piovera, Madrid",170,6.03,140,3,3,,,,,"Avenida Machupichu, 31",FALSE,Avenida Machupichu,31,,4,FALSE,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,2255,,FALSE,760000,4471,TRUE,HouseType 4: Dúplex,FALSE,FALSE,,,,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,TRUE,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10215,11527,"Piso en venta en calle del Pintor Antonio Saura, 2","Sanchinarro, Madrid",130,7.9,110,4,2,,,,,"Calle del Pintor Antonio Saura, 2",FALSE,Calle del Pintor Antonio Saura,2,,4,FALSE,,Neighborhood 62: Sanchinarro (4456.18 €/m2) - District 9: Hortaleza,sale,1393,,FALSE,380000,2923,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,,TRUE,A,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10216,11526,"Piso en venta en avenida de Niceto Alcalá Zamora, 11","Sanchinarro, Madrid",95,7.9,85,2,2,,,,,"Avenida de Niceto Alcalá Zamora, 11",FALSE,Avenida de Niceto Alcalá Zamora,11,,2,FALSE,,Neighborhood 62: Sanchinarro (4456.18 €/m2) - District 9: Hortaleza,sale,1428,,FALSE,395000,4158,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,F,TRUE,,,TRUE,0,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10217,11525,Piso en venta en Pinar del Rey,"Hortaleza, Madrid",72,7.51,65,3,1,,,,,,TRUE,,,,4,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,879,,FALSE,188400,2617,TRUE,HouseType 1: Pisos,FALSE,FALSE,1964,,,,,,TRUE,,,,,,,,,,,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10218,11524,"Chalet adosado en venta en calle Somontín, 51","Apóstol Santiago, Madrid",125,7.9,100,3,2,2,50,,,"Calle Somontín, 51",FALSE,Calle Somontín,51,,,FALSE,,Neighborhood 57: Apóstol Santiago (2679.63 €/m2) - District 9: Hortaleza,sale,1564,,FALSE,455000,3640,TRUE,HouseType 2: Casa o chalet,FALSE,FALSE,,,,,TRUE,TRUE,,,,,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10219,11523,"Piso en venta en calle de Gomeznarro, 76","Canillas, Madrid",51,17.58,,2,1,,,,,"Calle de Gomeznarro, 76",FALSE,Calle de Gomeznarro,76,,4,FALSE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,762,,FALSE,155000,3039,TRUE,HouseType 1: Pisos,TRUE,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,,,TRUE,,,,,,,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10220,11522,"Ático en venta en Gran Vía de Hortaleza, 5","Pinar del Rey, Madrid",250,14.27,,4,3,,,,,"Gran Vía de Hortaleza, 5",FALSE,Gran Vía de Hortaleza,5,,8,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,452,,FALSE,1350000,5400,TRUE,HouseType 5: Áticos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,en trámite,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10221,11521,"Piso en venta en calle Quilichao, 6","Pinar del Rey, Madrid",83,6.62,70,3,1,,,,,"Calle Quilichao, 6",FALSE,Calle Quilichao,6,,3,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,979,,FALSE,220000,2651,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,FALSE,TRUE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10222,11520,"Piso en venta en calle de Alejandro Villegas, 3","Canillas, Madrid",60,7.51,45,1,1,,,,,"Calle de Alejandro Villegas, 3",FALSE,Calle de Alejandro Villegas,3,,1,FALSE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,1021,,FALSE,234000,3900,TRUE,HouseType 1: Pisos,FALSE,FALSE,2019,FALSE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,TRUE,,no indicado,FALSE,,,,,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10223,11519,"Estudio en venta en calle Manuel Pombo Angulo, 12","Sanchinarro, Madrid",56,8.9,45,0,1,,,,,"Calle Manuel Pombo Angulo, 12",FALSE,Calle Manuel Pombo Angulo,12,,3,FALSE,,Neighborhood 62: Sanchinarro (4456.18 €/m2) - District 9: Hortaleza,sale,1067,,FALSE,250000,4464,TRUE,,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,TRUE,en trámite,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10224,11518,"Piso en venta en calle de López de Hoyos, 476","Pinar del Rey, Madrid",89,7.49,80,3,2,,,,,"Calle de López de Hoyos, 476",FALSE,Calle de López de Hoyos,476,,7,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,1064,,FALSE,249000,2798,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,TRUE,,no indicado,FALSE,,,,,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10225,11517,"Piso en venta en calle de Silvano, 107","Canillas, Madrid",85,7.66,70,2,1,,,,,"Calle de Silvano, 107",FALSE,Calle de Silvano,107,,4,FALSE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,1370,,FALSE,370000,4353,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,TRUE,B,TRUE,,,TRUE,0,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10226,11516,Piso en venta en Pinar del Rey,"Hortaleza, Madrid",113,,,3,2,,,,,,TRUE,,,,5,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,1553,,FALSE,450000,3982,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10227,11515,Piso en venta en Pinar del Rey,"Hortaleza, Madrid",70,,63,3,1,,,,,,TRUE,,,,2,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,736,,FALSE,148000,2114,TRUE,HouseType 1: Pisos,TRUE,FALSE,1960,FALSE,TRUE,,,,FALSE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10228,11514,"Piso en venta en Urb. ESPERANZA, Canillas","Hortaleza, Madrid",116,7.49,,3,1,,,,,Urb. ESPERANZA,TRUE,Urb. ESPERANZA,,,4,FALSE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,1275,,FALSE,330000,2845,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,TRUE,F,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10229,11513,Casa o chalet en venta en Conde Orgaz-Piovera,"Hortaleza, Madrid",,7.49,506,5,5,2,1,,,,TRUE,,,,,FALSE,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,-224653,,FALSE,2900000,2661,TRUE,HouseType 2: Casa o chalet,FALSE,,1976,,,,,,,,TRUE,TRUE,,,,,,,,E,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10230,11512,Piso en venta en avenida de los Andes,"Conde Orgaz-Piovera, Madrid",138,14.79,,2,2,,,,,Avenida de los Andes,TRUE,Avenida de los Andes,,,4,FALSE,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,1781,,FALSE,550000,3986,TRUE,HouseType 1: Pisos,FALSE,FALSE,1999,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,TRUE,en trámite,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10231,11511,Casa o chalet independiente en venta en Conde Orgaz-Piovera,"Hortaleza, Madrid",800,13.99,,7,6,,1,,,,TRUE,,,,,,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,-1059741,,FALSE,4000000,5000,TRUE,HouseType 2: Casa o chalet,FALSE,FALSE,,FALSE,TRUE,,,TRUE,,,,TRUE,,,,,,,,en trámite,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10232,11510,Piso en venta en calle del Pintor Brenes,"Pinar del Rey, Madrid",100,14.65,,1,1,,,,,Calle del Pintor Brenes,TRUE,Calle del Pintor Brenes,,,,,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,913,,FALSE,199000,1990,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,,FALSE,,,,,,,,,,,G,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10233,11509,Piso en venta en Sanchinarro,"Hortaleza, Madrid",130,7.9,100,3,2,,,,,,TRUE,,,,1,FALSE,,Neighborhood 62: Sanchinarro (4456.18 €/m2) - District 9: Hortaleza,sale,1862,,FALSE,585000,4500,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,,no indicado,TRUE,,,TRUE,0,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10234,11508,"Piso en venta en calle Isabel Clara Eugenia, 45","Sanchinarro, Madrid",140,7.9,87,3,2,,,,,"Calle Isabel Clara Eugenia, 45",FALSE,Calle Isabel Clara Eugenia,45,,2,FALSE,,Neighborhood 62: Sanchinarro (4456.18 €/m2) - District 9: Hortaleza,sale,1667,,FALSE,500000,3571,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,,TRUE,no indicado,TRUE,,,TRUE,0,FALSE,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10235,11507,"Chalet pareado en venta en calle de Bueso de Pineda, 55","Conde Orgaz-Piovera, Madrid",450,11.99,,5,6,4,,,,"Calle de Bueso de Pineda, 55",FALSE,Calle de Bueso de Pineda,55,,,FALSE,,Neighborhood 59: Conde Orgaz-Piovera (4275.46 €/m2) - District 9: Hortaleza,sale,-44765,,FALSE,2150000,4778,TRUE,HouseType 2: Casa o chalet,FALSE,FALSE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10236,11506,"Piso en venta en calle Dulce Chacón, 45","Virgen del Cortijo - Manoteras, Madrid",96,9.99,,2,2,,,,,"Calle Dulce Chacón, 45",FALSE,Calle Dulce Chacón,45,,8,FALSE,,Neighborhood 64: Virgen del Cortijo - Manoteras (3636.96 €/m2) - District 9: Hortaleza,sale,1553,,FALSE,450000,4688,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,TRUE,en trámite,TRUE,,,TRUE,0,FALSE,TRUE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10237,11505,"Piso en venta en calle de somontin, 35","Apóstol Santiago, Madrid",74,20.62,,2,1,,,,,"Calle de somontin, 35",FALSE,Calle de somontin,35,,4,FALSE,,Neighborhood 57: Apóstol Santiago (2679.63 €/m2) - District 9: Hortaleza,sale,814,,FALSE,169500,2291,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,TRUE,FALSE,TRUE,,,,,,,,,,en trámite,FALSE,,,,,TRUE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10238,11504,"Piso en venta en calle Santa Virgilia, 12","Pinar del Rey, Madrid",80,15.62,,3,1,,,,,"Calle Santa Virgilia, 12",FALSE,Calle Santa Virgilia,12,,5,FALSE,,Neighborhood 61: Pinar del Rey (2915.33 €/m2) - District 9: Hortaleza,sale,1234,,FALSE,313500,3919,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,,TRUE,FALSE,,,,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10239,11503,"Piso en venta en calle de Ana de Austria, 52","Sanchinarro, Madrid",120,11.49,,2,2,,,,,"Calle de Ana de Austria, 52",FALSE,Calle de Ana de Austria,52,,2,FALSE,,Neighborhood 62: Sanchinarro (4456.18 €/m2) - District 9: Hortaleza,sale,1689,,FALSE,510000,4250,TRUE,HouseType 1: Pisos,FALSE,FALSE,2010,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,,TRUE,en trámite,TRUE,,,TRUE,0,TRUE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10240,11502,"Piso en venta en calle de Torquemada, 22","Canillas, Madrid",100,11.49,,2,1,,,,,"Calle de Torquemada, 22",FALSE,Calle de Torquemada,22,,1,FALSE,,Neighborhood 58: Canillas (3152.53 €/m2) - District 9: Hortaleza,sale,1528,,FALSE,439000,4390,TRUE,HouseType 1: Pisos,FALSE,FALSE,1980,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,TRUE,en trámite,TRUE,,,TRUE,0,FALSE,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
